row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
32993,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increased by 4 each time so to get to the next one I just increased it by another 4 times.,False_Misconception,Wrong_term
32994,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by 4 each time,False_Misconception,Wrong_term
32995,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by 4 each time,False_Misconception,Wrong_term
32996,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by 4 each time,False_Misconception,Wrong_term
32997,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by 4 each time,False_Misconception,Wrong_term
32998,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by 4 eachh time.,False_Misconception,Wrong_term
32999,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it increases by four each time,False_Misconception,Wrong_term
33000,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is 22 because every time yo add 4 dots going up you add two more down,False_Misconception,Wrong_term
33001,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is 22 because the bottom line of dots will be 8 and 6 columns will be filled with dots. then the total will be 22.,False_Misconception,Wrong_term
33002,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is a d because the pattern repeats 4 times table plus 2.,False_Misconception,Wrong_term
33003,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is a linear sequence and thee difference is 4,False_Misconception,Wrong_term
33004,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is adding 4 and the shape is changing,False_Neither,NA
33005,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is adding 4 and the shape is changing,False_Misconception,Wrong_term
33006,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is adding by 4 each time and if you add 4 to patter 4 you will bet 22 in pattern 5,False_Misconception,Wrong_term
33007,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is going up in 4 -2 so you substitute 6 in,False_Neither,NA
33008,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is going up in 4 each time so count until you get to the 6 pattern,False_Neither,NA
33009,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is going up in 4s,False_Misconception,Wrong_term
33010,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is going up in sixes,False_Misconception,Firstterm
33011,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is going up in sixes.,False_Misconception,Firstterm
33012,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is increasing by 4 each time and so if you add 4 to pattrrn 4 it will bet 22 in pattern 5.,False_Misconception,Wrong_term
33013,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"it is probably pattern 4, because you add 4 every time.",False_Misconception,Wrong_term
33014,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is since the nth termm is 4n+2,False_Misconception,Wrong_term
33015,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is the closest to whatt i got.,False_Neither,NA
33016,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it is the closet to what i got,False_Neither,NA
33017,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it keeps on adding a line and this line has monetaryy value of three and an extra point on the bottom like so it goes up by four.,False_Misconception,Wrong_term
33018,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it starts at 6 and +4 every time,False_Misconception,Wrong_term
33019,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it starts at 6 and every time after that its +4.,False_Misconception,Wrong_term
33020,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it will be 5 rows of 4 and 2 left over so the answer would be 22,False_Misconception,Wrong_term
33021,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it wiuld be in a 6 by 6 grid,False_Misconception,Firstterm
33022,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it would be 22 (d) because it goes up in 4,False_Misconception,Wrong_term
33023,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it would be 22 because you add on 4 every time,False_Misconception,Wrong_term
33024,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it would be 22 d) becausee it goes up by 4.,False_Misconception,Wrong_term
33025,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),it would by a 6 by 6 grid,False_Misconception,Firstterm
33026,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"it's a d, because it got 6 going sideways.",False_Neither,NA
33027,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),its a linear sequeance going up in 3,False_Neither,NA
33028,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"its d because the difference between all diagrams is that 4 dots more were added and so pattern 4 has 18 dots and if i add 4, i get 22.",False_Misconception,Wrong_term
33029,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),its increasing by 4 every time,False_Misconception,Wrong_term
33030,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),its increasing by 4 everyy time so its going to go up to 72.,False_Neither,NA
33031,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),i’m not too sure on this question,False_Neither,NA
33032,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),just add fore,False_Misconception,Wrong_term
33033,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"linear sequence going up in 3, three times.",False_Misconception,Wrong_term
33034,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),look at the amount of dots that has been added on each time,False_Neither,NA
33035,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),look at the amount of dots that has been added on each time,False_Neither,NA
33036,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),my reasoning is 18 plus 4 is 22,False_Misconception,Wrong_term
33037,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),nth termm is 4n-2 then 4 + 6 = 22,False_Neither,NA
33038,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"pattern 1=6
pattern 2=10
pattern 3=14 
pattern 4=18
it goes up in fours and 18 add 4 is 22.",False_Misconception,Wrong_term
33039,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),pattern 4 is 18 then add 4 is 22,False_Misconception,Wrong_term
33040,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),pleade may i change my answer,False_Neither,NA
33041,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"since each row consists of 4 circles, and you would just add another four circles onto pattern 4 which entails 18 circles you'd have to add 14 more circles for a total of 22 +4 = 26.",False_Neither,NA
33042,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),so from my calculation i know it goes in 4 so the last term that they given us is 18 so 18+4=22,False_Misconception,Wrong_term
33043,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"so if we multiply that by four, it will be going up by 4 times 4.",False_Neither,NA
33044,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"so if you do 18 plus 4 it's 22, so that'd",False_Misconception,Wrong_term
33045,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),so u addd 4 every time.,False_Misconception,Wrong_term
33046,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),so we 18+4 in of them,False_Misconception,Wrong_term
33047,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),so you keep adding 4 you for numbt 4 theres  18 and i added 4 got 22,False_Misconception,Wrong_term
33048,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),so you would add fiur from 18 and get 22.,False_Misconception,Wrong_term
33049,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"so, in pattern 6 theree will be 22 dots.",False_Misconception,Wrong_term
33050,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),starting from 6 and sdding 4 you get that,False_Misconception,Wrong_term
33051,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),starting from 6 keep adding 4 so then you get that,False_Misconception,Wrong_term
33052,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),take the 7th block from the last onr and add that on.,False_Neither,NA
33053,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),that is because I addd it to the sequence for the sixth pattern.,False_Neither,NA
33054,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),that this is a repeatable pattern and that all the dots increase by 4 every time.,False_Misconception,Wrong_term
33055,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),thatt means that the pattern is going up in 4s.,False_Misconception,Wrong_term
33056,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the answer is d as 4 is added each time,False_Misconception,Wrong_term
33057,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the answer is d because as more patterns appear so does the amount of dots ,the dots increase by 4 each pattern meaning that at pattern 6 there will be 22 dots",False_Misconception,Wrong_term
33058,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the bottom row is increasing by 1 every time and another column of 3 is beimg added everytime, meaning you add 4.",False_Misconception,Wrong_term
33059,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the constant difference is 4 and on pattern 3 there’s 14 which means we have to add 4,False_Misconception,Wrong_term
33060,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the formula for this pattern is 4n+2 this is because four is the gap between each of the numbers therefore making the answer 22,False_Misconception,Wrong_term
33061,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the lines of dots go up by 1 each time plus 2,False_Neither,NA
33062,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the nth number is +4 so pattern 5 would be 18+4=22,False_Misconception,Wrong_term
33063,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the nth term is 4n+2. pattern 5 is next. 4 x 5 + 2 = 22.,False_Misconception,Wrong_term
33064,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the nth term is 4n-2 so when u substitute 6 into n you get the answer 22,False_Misconception,Wrong_term
33065,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the number of dots increases by 4 each new pattern,False_Misconception,Wrong_term
33066,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the number of dots increases by 4 each time,False_Misconception,Wrong_term
33067,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the number of times the sequence was going up in 4 became 1.,False_Neither,NA
33068,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the numbers add 4 esch time so the last number has 18 plus another 4 equals 22.,False_Misconception,Wrong_term
33069,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern adds 3 each time,False_Neither,NA
33070,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern goes up in 4's,False_Misconception,Wrong_term
33071,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the pattern goes up in fours. 
6, 10, 14, 18...
therefore, the next number will be 22.",False_Misconception,Wrong_term
33072,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the pattern is +4, soz but i'm actually bored from counting",False_Misconception,Wrong_term
33073,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is 4n+2 so it's 22.,False_Misconception,Wrong_term
33074,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is add 4 each time starting from 6   18 + 4 = 22,False_Misconception,Wrong_term
33075,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is going up in fours so you keep adding four till you get to the sixth pattern,False_Neither,NA
33076,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is plus 4 each time,False_Misconception,Wrong_term
33077,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is plus 4 on each side.,False_Misconception,Wrong_term
33078,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern is where you add 3 on a stack and 1 more which  will have 18+4=22,False_Misconception,Wrong_term
33079,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the pattern keeps on adding a line and the line has a value of 3 and an extra point on the bottom like so it goes up in 4,False_Misconception,Wrong_term
33080,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the reason why we should add 4 to each term is because there is a four difference between 6 and 10, and the samee thing applies to 10-14 and 14-18.",False_Misconception,Wrong_term
33081,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the sequence is +4 and the 4th figure has 18. 18+4=22.,False_Misconception,Wrong_term
33082,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"the sequence was going up
in 4",False_Misconception,Wrong_term
33083,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),the term to term rule is add 4,False_Misconception,Wrong_term
